"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
244.746372118625,210.685803843819,184.119265394418,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.970092984566,212.189717870254,184.119265394418,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
245.046835209509,213.92774803531,184.119265394418,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
245.411184329072,214.362101270454,184.119265394418,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
245.621765804166,214.05564965755,184.119265394418,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
245.816420349102,214.593953237901,183.869265394418,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
245.548351137016,215.014926285198,183.202598727751,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
245.280531017202,215.342731709484,183.09148761664,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
245.024078284078,215.298356649207,182.69148761664,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.852466930559,215.279224125636,185.745416565975,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
245.020488213015,215.185427209287,185.578749899309,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.931383661002,215.077700806453,185.364464185023,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.748419399781,214.861922409783,184.926964185023,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.671117005284,214.665074054265,184.649186407245,147.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.328137147335,214.585233465978,185.524035821443,146.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.160455145263,214.637711916685,184.697948864921,146.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.36563439847,214.263275633604,184.428718095691,146.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.448484128242,214.299227189797,183.607289524262,146.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.410165604413,214.746366571907,183.296944696676,146.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.221602555422,215.597592246292,182.713611363342,146.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
244.007502162911,216.443586536214,183.322216440487,146.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
243.722207608523,216.132357495526,182.642971157468,146.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
243.797255540849,216.095689751552,182.133537195204,145.818864789953,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
243.802348181108,216.541530092446,181.551719013385,145.818864789953,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
243.771202947828,216.582949579017,182.220555763881,145.152198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
243.948091846812,216.163202689235,181.470555763881,144.952198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
243.695363135013,216.396210608918,183.81375223393,144.552198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
243.286697053637,216.256109794844,183.71165456894,144.552198123286,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
243.324326900332,216.520171806084,183.498758874959,144.18856175965,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
242.909864488108,216.145037109518,183.160123124888,147.235075880342,100.630392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
242.984338044149,216.027789296113,184.269538566909,147.081229726496,100.130392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
242.352018780393,216.393644298349,184.33872610655,150.011285554173,100.130392311342,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
242.117710587868,216.390671090949,183.931006480257,152.587174715183,99.7970589780089,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
241.671001230024,216.686725269292,184.604906424906,151.837174715183,116.744571408478,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
241.291468830573,216.06937671993,185.294240171955,151.258227346762,116.244571408478,63.9020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
241.216537727304,216.111096074718,184.810421345519,152.354115724776,114.244571408478,63.4020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
241.059678521677,215.900247108768,184.603897307257,152.223680942167,114.244571408478,63.4020341170697,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
241.19152798165,216.084598537962,185.113541781657,153.465155617941,113.911238075145,88.9570821745446,61.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
240.939151162291,215.869141816225,185.262001842182,153.042078694864,113.511238075145,88.9570821745446,60.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
241.066334005416,215.272741358679,185.22639809437,152.577792980578,113.511238075145,88.9570821745446,58.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
240.791801704948,215.511607072667,185.802620653546,151.964889754772,113.511238075145,88.9570821745446,58.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
240.353362089975,215.655980528436,185.866482769912,152.85406636976,112.511238075145,88.9570821745446,58.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
240.191046911194,215.86380967289,185.645127551769,153.658267201954,112.511238075145,88.9570821745446,58.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
239.425079374593,216.044229597446,185.91214942396,153.33473779019,117.022069255265,88.9570821745446,58.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
238.624200752909,215.716456029778,185.938341443169,152.539865995318,123.288316025445,88.9570821745446,57.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
238.256995584712,215.653441415518,186.956799618746,153.411740352747,123.038316025445,88.9570821745446,57.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
237.593794778135,215.249315754352,186.39582400899,154.109135613355,122.871649358779,88.9570821745446,57.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
237.106875648034,214.783640852046,187.008460088096,154.402449247182,121.496649358779,88.9570821745446,57.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
236.141342207376,214.420363135717,186.877117581519,155.086024242532,120.996649358779,88.9570821745446,57.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
235.686738149144,213.993460484422,187.052103270067,155.469390099689,120.451194813324,88.4570821745446,57.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
234.645287371942,213.70755380215,187.198879474179,155.603094765397,119.917861479991,88.4570821745446,57.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
234.242467065452,213.1750214705,187.35752178479,155.122325534628,119.840938403068,88.4570821745446,57.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
233.891489382985,213.374207197105,187.151114810574,156.051550699044,119.533246095375,88.4570821745446,56.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
233.289088304538,213.098937643476,186.745754365531,155.658693556187,121.25297208972,88.4570821745446,56.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
232.969829542381,212.935441475174,187.15816751608,156.375564560942,120.586305423054,87.4570821745446,56.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
232.772774764214,212.421678404996,187.275076080814,155.719826856024,119.586305423054,86.1237488412113,55.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
231.940439434873,212.009357761234,186.864714616598,155.725681071113,118.351011305407,84.790415507878,55.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
231.37278567903,211.618890373013,186.625531501596,155.24875799419,119.493266627492,84.790415507878,55.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
230.663547335892,210.742319404537,186.60050021706,155.093616400571,119.022678392198,84.540415507878,55.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
230.256488485822,210.497274206182,186.346529408973,155.132427591214,118.493266627492,84.540415507878,55.9020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
229.571356586092,210.111724571714,186.377215962253,155.206908184891,117.993266627492,83.540415507878,55.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
228.918098931642,209.560004753606,186.23192392696,156.265596485671,119.229536134137,82.740415507878,54.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
228.441562390209,209.28403176754,186.488518987241,156.193543112356,119.093172497773,82.740415507878,54.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
227.855118942206,209.251934094429,185.966296060453,156.688620444662,120.118297815496,82.540415507878,50.4020341170697,32.145805544567,15.8128213599699,7.46026785714286,0
